Analysis Code,WBS Item,Source Catalog,Analysis Description,Overhead Factor,Resource ID,Resource Category,Resource Description,Resource Unit,Coefficient,Resource Price
AHSP-A.4.1.2.13,A.4.1.2.13,Analisis Harga Satuan Pekerjaan SNI,Analisis Penuangan/Menebar Beton 1 m3 untuk Kolom Beton Pracetak,0.1,L.04,Labor,Mandor,OH,0.073,150000
AHSP-A.4.1.2.23,A.4.1.2.23,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 titik Bekisting Joint Pracetak,0.1,L.01,Labor,Pekerja,OH,0.147,150000
AHSP-A.4.1.2.23,A.4.1.2.23,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 titik Bekisting Joint Pracetak,0.1,L.02.k,Labor,Tukang kayu,OH,0.147,150000
AHSP-A.4.1.2.23,A.4.1.2.23,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 titik Bekisting Joint Pracetak,0.1,L.03,Labor,Kepala tukang,OH,0.015,150000
AHSP-A.4.2.1.8,A.4.2.1.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Pintu Lipat Sunscreen Aluminium,0.1,L.01,Labor,Pekerja,OH,0.44,150000
AHSP-A.4.2.1.8,A.4.2.1.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Pintu Lipat Sunscreen Aluminium,0.1,L.02,Labor,Tukang batu/tembok,OH,0.44,150000
AHSP-A.4.2.1.8,A.4.2.1.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Pintu Lipat Sunscreen Aluminium,0.1,L.03,Labor,Kepala tukang,OH,0.044,150000
AHSP-A.4.2.1.8,A.4.2.1.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Pintu Lipat Sunscreen Aluminium,0.1,L.04,Labor,Mandor,OH,0.022,150000
AHSP-A.4.2.1.8,A.4.2.1.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Pintu Lipat Sunscreen Aluminium,0.1,MAT.0043,Material,Spring knip,buah,1,50000
AHSP-A.4.2.1.9,A.4.2.1.9,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Sunscreen Aluminium,0.1,L.01,Labor,Pekerja,OH,1.67,150000
AHSP-A.4.2.1.9,A.4.2.1.9,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Sunscreen Aluminium,0.1,L.02.l,Labor,Tukang las,OH,1.67,150000
AHSP-A.4.2.1.9,A.4.2.1.9,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Sunscreen Aluminium,0.1,L.03,Labor,Kepala tukang,OH,0.167,150000
AHSP-A.4.2.1.9,A.4.2.1.9,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Sunscreen Aluminium,0.1,L.04,Labor,Mandor,OH,0.083,150000
AHSP-A.4.2.1.9,A.4.2.1.9,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Sunscreen Aluminium,0.1,MAT.0009,Material,Besi strip,kg,6.177,50000
AHSP-A.4.2.1.9,A.4.2.1.9,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Sunscreen Aluminium,0.1,MAT.0010,Material,Pengelasan,cm,27.08,50000
AHSP-A.4.4.1.1,A.4.4.1.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Merah Tebal 1/2 Batu,0.1,L.01,Labor,Pekerja,OH,0.6,150000
AHSP-A.4.4.1.1,A.4.4.1.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Merah Tebal 1/2 Batu,0.1,L.02,Labor,Tukang batu/tembok,OH,0.2,150000
AHSP-A.4.4.1.1,A.4.4.1.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Merah Tebal 1/2 Batu,0.1,L.03,Labor,Kepala tukang,OH,0.02,150000
AHSP-A.4.4.1.1,A.4.4.1.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Merah Tebal 1/2 Batu,0.1,L.04,Labor,Mandor,OH,0.03,150000
AHSP-A.4.4.1.1,A.4.4.1.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Merah Tebal 1/2 Batu,0.1,MAT.0001,Material,Semen Portland (PC),kg,22.2,50000
AHSP-A.4.4.1.1,A.4.4.1.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Merah Tebal 1/2 Batu,0.1,MAT.0007,Material,Bata merah,buah,140,50000
AHSP-A.4.4.1.1,A.4.4.1.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Merah Tebal 1/2 Batu,0.1,MAT.0008,Material,Pasir pasang,m3,0.102,50000
AHSP-A.4.4.1.2,A.4.4.1.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Hollow Block (HB-15) tebal 15cm,0.1,L.01,Labor,Pekerja,OH,0.32,150000
AHSP-A.4.4.1.2,A.4.4.1.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Hollow Block (HB-15) tebal 15cm,0.1,L.02,Labor,Tukang batu/tembok,OH,0.12,150000
AHSP-A.4.4.1.2,A.4.4.1.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Hollow Block (HB-15) tebal 15cm,0.1,L.03,Labor,Kepala tukang,OH,0.012,150000
AHSP-A.4.4.1.2,A.4.4.1.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Hollow Block (HB-15) tebal 15cm,0.1,L.04,Labor,Mandor,OH,0.016,150000
AHSP-A.4.4.1.2,A.4.4.1.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Hollow Block (HB-15) tebal 15cm,0.1,MAT.0001,Material,Semen Portland (PC),kg,18.2,50000
AHSP-A.4.4.1.2,A.4.4.1.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Hollow Block (HB-15) tebal 15cm,0.1,MAT.0008,Material,Pasir pasang,m3,0.582,50000
AHSP-A.4.4.1.2,A.4.4.1.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Hollow Block (HB-15) tebal 15cm,0.1,MAT.0011,Material,HB-15 (Concrete block),buah,12.5,50000
AHSP-A.4.4.1.2,A.4.4.1.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Hollow Block (HB-15) tebal 15cm,0.1,MAT.0012,Material,Besi angker diameter 8,kg,0.28,50000
AHSP-A.4.4.1.3,A.4.4.1.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Rooster,0.1,L.01,Labor,Pekerja,OH,0.3,150000
AHSP-A.4.4.1.3,A.4.4.1.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Rooster,0.1,L.02,Labor,Tukang batu/tembok,OH,0.1,150000
AHSP-A.4.4.1.3,A.4.4.1.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Rooster,0.1,L.03,Labor,Kepala tukang,OH,0.01,150000
AHSP-A.4.4.1.3,A.4.4.1.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Rooster,0.1,L.04,Labor,Mandor,OH,0.015,150000
AHSP-A.4.4.1.3,A.4.4.1.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Rooster,0.1,MAT.0001,Material,Semen Portland (PC),kg,11,50000
AHSP-A.4.4.1.3,A.4.4.1.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Rooster,0.1,MAT.0008,Material,Pasir pasang,m3,0.035,50000
AHSP-A.4.4.1.3,A.4.4.1.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Dinding Bata Rooster,0.1,MAT.0013,Material,Bata rooster,buah,30,50000
AHSP-A.4.4.1.4,A.4.4.1.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Bata Ringan Tebal 10cm,0.1,L.01,Labor,Pekerja,OH,0.671,150000
AHSP-A.4.4.1.4,A.4.4.1.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Bata Ringan Tebal 10cm,0.1,L.02,Labor,Tukang batu/tembok,OH,0.13,150000
AHSP-A.4.4.1.4,A.4.4.1.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Bata Ringan Tebal 10cm,0.1,L.03,Labor,Kepala tukang,OH,0.013,150000
AHSP-A.4.4.1.4,A.4.4.1.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Bata Ringan Tebal 10cm,0.1,L.04,Labor,Mandor,OH,0.003,150000
AHSP-A.4.4.1.4,A.4.4.1.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Bata Ringan Tebal 10cm,0.1,MAT.0014,Material,Bata ringan tebal 10cm,buah,8.4,50000
AHSP-A.4.4.1.4,A.4.4.1.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Bata Ringan Tebal 10cm,0.1,MAT.0015,Material,Mortar Siap Pakai (Semen Instan),kg,0.063,50000
AHSP-A.4.4.1.5,A.4.4.1.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Plesteran 1 m2 dengan Mortar tebal 1.5 cm,0.1,L.01,Labor,Pekerja,OH,0.3,150000
AHSP-A.4.4.1.5,A.4.4.1.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Plesteran 1 m2 dengan Mortar tebal 1.5 cm,0.1,L.02,Labor,Tukang batu/tembok,OH,0.15,150000
AHSP-A.4.4.1.5,A.4.4.1.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Plesteran 1 m2 dengan Mortar tebal 1.5 cm,0.1,L.03,Labor,Kepala tukang,OH,0.015,150000
AHSP-A.4.4.1.5,A.4.4.1.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Plesteran 1 m2 dengan Mortar tebal 1.5 cm,0.1,L.04,Labor,Mandor,OH,0.015,150000
AHSP-A.4.4.1.5,A.4.4.1.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Plesteran 1 m2 dengan Mortar tebal 1.5 cm,0.1,MAT.0001,Material,Semen Portland (PC),kg,6.34,50000
AHSP-A.4.4.1.5,A.4.4.1.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Plesteran 1 m2 dengan Mortar tebal 1.5 cm,0.1,MAT.0008,Material,Pasir pasang,m3,0.012,50000
AHSP-A.4.4.1.6,A.4.4.1.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Plesteran 1 m2 dengan Mortar tebal 2.0 cm,0.1,L.01,Labor,Pekerja,OH,0.2,150000
AHSP-A.4.4.1.6,A.4.4.1.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Plesteran 1 m2 dengan Mortar tebal 2.0 cm,0.1,L.02,Labor,Tukang batu/tembok,OH,0.1,150000
AHSP-A.4.4.1.6,A.4.4.1.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Plesteran 1 m2 dengan Mortar tebal 2.0 cm,0.1,L.03,Labor,Kepala tukang,OH,0.01,150000
AHSP-A.4.4.1.6,A.4.4.1.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Plesteran 1 m2 dengan Mortar tebal 2.0 cm,0.1,L.04,Labor,Mandor,OH,0.0033,150000
AHSP-A.4.4.1.6,A.4.4.1.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Plesteran 1 m2 dengan Mortar tebal 2.0 cm,0.1,MAT.0001,Material,Semen Portland (PC),kg,5.184,50000
AHSP-A.4.4.1.6,A.4.4.1.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Plesteran 1 m2 dengan Mortar tebal 2.0 cm,0.1,MAT.0008,Material,Pasir pasang,m3,0.026,50000
AHSP-A.4.4.1.7,A.4.4.1.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Acian 1 m2,0.1,L.01,Labor,Pekerja,OH,0.1,150000
AHSP-A.4.4.1.7,A.4.4.1.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Acian 1 m2,0.1,L.02,Labor,Tukang batu/tembok,OH,0.1,150000
AHSP-A.4.4.1.7,A.4.4.1.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Acian 1 m2,0.1,L.03,Labor,Kepala tukang,OH,0.01,150000
AHSP-A.4.4.1.7,A.4.4.1.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Acian 1 m2,0.1,L.04,Labor,Mandor,OH,0.0033,150000
AHSP-A.4.4.1.7,A.4.4.1.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pekerjaan Acian 1 m2,0.1,MAT.0015,Material,Mortar Siap Pakai (Semen Instan),kg,2,50000
AHSP-A.4.4.3.1,A.4.4.3.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Teraso,0.1,L.01,Labor,Pekerja,OH,0.25,150000
AHSP-A.4.4.3.1,A.4.4.3.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Teraso,0.1,L.02,Labor,Tukang batu/tembok,OH,0.125,150000
AHSP-A.4.4.3.1,A.4.4.3.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Teraso,0.1,L.03,Labor,Kepala tukang,OH,0.013,150000
AHSP-A.4.4.3.1,A.4.4.3.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Teraso,0.1,L.04,Labor,Mandor,OH,0.013,150000
AHSP-A.4.4.3.1,A.4.4.3.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Teraso,0.1,MAT.0001,Material,Semen Portland (PC),kg,9.8,50000
AHSP-A.4.4.3.1,A.4.4.3.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Teraso,0.1,MAT.0008,Material,Pasir pasang,m3,0.045,50000
AHSP-A.4.4.3.1,A.4.4.3.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Teraso,0.1,MAT.0016,Material,Ubin Teraso,buah,6.63,50000
AHSP-A.4.4.3.1,A.4.4.3.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Teraso,0.1,MAT.0017,Material,Semen Warna,kg,1.3,50000
AHSP-A.4.4.3.2,A.4.4.3.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Warna,0.1,L.01,Labor,Pekerja,OH,0.09,150000
AHSP-A.4.4.3.2,A.4.4.3.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Warna,0.1,L.02,Labor,Tukang batu/tembok,OH,0.09,150000
AHSP-A.4.4.3.2,A.4.4.3.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Warna,0.1,L.03,Labor,Kepala tukang,OH,0.009,150000
AHSP-A.4.4.3.2,A.4.4.3.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Warna,0.1,L.04,Labor,Mandor,OH,0.005,150000
AHSP-A.4.4.3.2,A.4.4.3.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Warna,0.1,MAT.0001,Material,Semen Portland (PC),kg,1.14,50000
AHSP-A.4.4.3.2,A.4.4.3.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Warna,0.1,MAT.0008,Material,Pasir pasang,m3,0.003,50000
AHSP-A.4.4.3.2,A.4.4.3.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Warna,0.1,MAT.0017,Material,Semen Warna,kg,0.1,50000
AHSP-A.4.4.3.2,A.4.4.3.2,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Warna,0.1,MAT.0018,Material,Plint Ubin warna,buah,5.3,50000
AHSP-A.4.4.3.3,A.4.4.3.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Granit,0.1,L.01,Labor,Pekerja,OH,0.09,150000
AHSP-A.4.4.3.3,A.4.4.3.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Granit,0.1,L.02,Labor,Tukang batu/tembok,OH,0.09,150000
AHSP-A.4.4.3.3,A.4.4.3.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Granit,0.1,L.03,Labor,Kepala tukang,OH,0.009,150000
AHSP-A.4.4.3.3,A.4.4.3.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Granit,0.1,L.04,Labor,Mandor,OH,0.005,150000
AHSP-A.4.4.3.3,A.4.4.3.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Granit,0.1,MAT.0001,Material,Semen Portland (PC),kg,1.14,50000
AHSP-A.4.4.3.3,A.4.4.3.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Granit,0.1,MAT.0008,Material,Pasir pasang,m3,0.003,50000
AHSP-A.4.4.3.3,A.4.4.3.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Granit,0.1,MAT.0017,Material,Semen Warna,kg,0.1,50000
AHSP-A.4.4.3.3,A.4.4.3.3,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Ubin Granit,0.1,MAT.0019,Material,Plint Ubin granit,buah,3.53,50000
AHSP-A.4.4.3.4,A.4.4.3.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Teralux Marmer,0.1,L.01,Labor,Pekerja,OH,0.09,150000
AHSP-A.4.4.3.4,A.4.4.3.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Teralux Marmer,0.1,L.02,Labor,Tukang batu/tembok,OH,0.09,150000
AHSP-A.4.4.3.4,A.4.4.3.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Teralux Marmer,0.1,L.03,Labor,Kepala tukang,OH,0.009,150000
AHSP-A.4.4.3.4,A.4.4.3.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Teralux Marmer,0.1,L.04,Labor,Mandor,OH,0.005,150000
AHSP-A.4.4.3.4,A.4.4.3.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Teralux Marmer,0.1,MAT.0001,Material,Semen Portland (PC),kg,1.14,50000
AHSP-A.4.4.3.4,A.4.4.3.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Teralux Marmer,0.1,MAT.0008,Material,Pasir pasang,m3,0.003,50000
AHSP-A.4.4.3.4,A.4.4.3.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Teralux Marmer,0.1,MAT.0017,Material,Semen Warna,kg,0.1,50000
AHSP-A.4.4.3.4,A.4.4.3.4,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Plint Teralux Marmer,0.1,MAT.0020,Material,Plint Teralux marmer,buah,2.65,50000
AHSP-A.4.4.3.5,A.4.4.3.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Keramik,0.1,L.01,Labor,Pekerja,OH,0.7,150000
AHSP-A.4.4.3.5,A.4.4.3.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Keramik,0.1,L.02,Labor,Tukang batu/tembok,OH,0.35,150000
AHSP-A.4.4.3.5,A.4.4.3.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Keramik,0.1,L.03,Labor,Kepala tukang,OH,0.035,150000
AHSP-A.4.4.3.5,A.4.4.3.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Keramik,0.1,L.04,Labor,Mandor,OH,0.035,150000
AHSP-A.4.4.3.5,A.4.4.3.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Keramik,0.1,MAT.0001,Material,Semen Portland (PC),kg,10,50000
AHSP-A.4.4.3.5,A.4.4.3.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Keramik,0.1,MAT.0008,Material,Pasir pasang,m3,0.045,50000
AHSP-A.4.4.3.5,A.4.4.3.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Keramik,0.1,MAT.0017,Material,Semen Warna,kg,0.5,50000
AHSP-A.4.4.3.5,A.4.4.3.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Keramik,0.1,MAT.0021,Material,Ubin Keramik,dus,1.05,50000
AHSP-A.4.4.3.6,A.4.4.3.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Marmer,0.1,L.01,Labor,Pekerja,OH,0.7,150000
AHSP-A.4.4.3.6,A.4.4.3.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Marmer,0.1,L.02,Labor,Tukang batu/tembok,OH,0.35,150000
AHSP-A.4.4.3.6,A.4.4.3.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Marmer,0.1,L.03,Labor,Kepala tukang,OH,0.035,150000
AHSP-A.4.4.3.6,A.4.4.3.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Marmer,0.1,L.04,Labor,Mandor,OH,0.035,150000
AHSP-A.4.4.3.6,A.4.4.3.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Marmer,0.1,MAT.0001,Material,Semen Portland (PC),kg,8.19,50000
AHSP-A.4.4.3.6,A.4.4.3.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Marmer,0.1,MAT.0008,Material,Pasir pasang,m3,0.045,50000
AHSP-A.4.4.3.6,A.4.4.3.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Marmer,0.1,MAT.0017,Material,Semen Warna,kg,0.134,50000
AHSP-A.4.4.3.6,A.4.4.3.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Ubin Marmer,0.1,MAT.0022,Material,Marmer,buah,1.06,50000
AHSP-A.4.4.3.7,A.4.4.3.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Keramik Artistik,0.1,L.01,Labor,Pekerja,OH,0.9,150000
AHSP-A.4.4.3.7,A.4.4.3.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Keramik Artistik,0.1,L.02,Labor,Tukang batu/tembok,OH,0.45,150000
AHSP-A.4.4.3.7,A.4.4.3.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Keramik Artistik,0.1,L.03,Labor,Kepala tukang,OH,0.045,150000
AHSP-A.4.4.3.7,A.4.4.3.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Keramik Artistik,0.1,L.04,Labor,Mandor,OH,0.045,150000
AHSP-A.4.4.3.7,A.4.4.3.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Keramik Artistik,0.1,MAT.0001,Material,Semen Portland (PC),kg,9.3,50000
AHSP-A.4.4.3.7,A.4.4.3.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Keramik Artistik,0.1,MAT.0008,Material,Pasir pasang,m3,0.018,50000
AHSP-A.4.4.3.7,A.4.4.3.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Keramik Artistik,0.1,MAT.0017,Material,Semen Warna,kg,2.9,50000
AHSP-A.4.4.3.7,A.4.4.3.7,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Keramik Artistik,0.1,MAT.0023,Material,Keramik Artistik,buah,104,50000
AHSP-A.4.4.3.8,A.4.4.3.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Batu Paras,0.1,L.01,Labor,Pekerja,OH,0.7,150000
AHSP-A.4.4.3.8,A.4.4.3.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Batu Paras,0.1,L.02,Labor,Tukang batu/tembok,OH,0.35,150000
AHSP-A.4.4.3.8,A.4.4.3.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Batu Paras,0.1,L.03,Labor,Kepala tukang,OH,0.035,150000
AHSP-A.4.4.3.8,A.4.4.3.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Batu Paras,0.1,L.04,Labor,Mandor,OH,0.035,150000
AHSP-A.4.4.3.8,A.4.4.3.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Batu Paras,0.1,MAT.0001,Material,Semen Portland (PC),kg,11.75,50000
AHSP-A.4.4.3.8,A.4.4.3.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Batu Paras,0.1,MAT.0008,Material,Pasir pasang,m3,0.035,50000
AHSP-A.4.4.3.8,A.4.4.3.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Batu Paras,0.1,MAT.0024,Material,Batu paras,buah,1.1,50000
AHSP-A.4.5.2.1,A.4.5.2.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Genteng Bubung,0.1,L.01,Labor,Pekerja,OH,0.4,150000
AHSP-A.4.5.2.1,A.4.5.2.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Genteng Bubung,0.1,L.02.k,Labor,Tukang kayu,OH,0.2,150000
AHSP-A.4.5.2.1,A.4.5.2.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Genteng Bubung,0.1,L.03,Labor,Kepala tukang,OH,0.02,150000
AHSP-A.4.5.2.1,A.4.5.2.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Genteng Bubung,0.1,L.04,Labor,Mandor,OH,0.002,150000
AHSP-A.4.5.2.1,A.4.5.2.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Genteng Bubung,0.1,MAT.0001,Material,Semen Portland (PC),kg,8,50000
AHSP-A.4.5.2.1,A.4.5.2.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Genteng Bubung,0.1,MAT.0008,Material,Pasir pasang,m3,0.032,50000
AHSP-A.4.5.2.1,A.4.5.2.1,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Genteng Bubung,0.1,MAT.0025,Material,Genteng Bubung,buah,5,50000
