Analysis Code,WBS Item,Source Catalog,Analysis Description,Overhead Factor,Resource ID,Resource Category,Resource Description,Resource Unit,Coefficient,Resource Price
AHSP-A.4.5.2.10,A.4.5.2.10,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 92cm x 180cm,0.1,L.01,Labor,Pekerja,OH,0.14,150000
AHSP-A.4.5.2.10,A.4.5.2.10,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 92cm x 180cm,0.1,L.02.k,Labor,Tukang kayu,OH,0.07,150000
AHSP-A.4.5.2.10,A.4.5.2.10,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 92cm x 180cm,0.1,L.03,Labor,Kepala tukang,OH,0.007,150000
AHSP-A.4.5.2.10,A.4.5.2.10,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 92cm x 180cm,0.1,L.04,Labor,Mandor,OH,0.007,150000
AHSP-A.4.5.2.10,A.4.5.2.10,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 92cm x 180cm,0.1,MAT.0026,Material,Serat semen gel 92x180,lembar,0.75,50000
AHSP-A.4.5.2.10,A.4.5.2.10,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 92cm x 180cm,0.1,MAT.0027,Material,Paku pancing 6x23,kg,0.12,50000
AHSP-A.4.5.2.12,A.4.5.2.12,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 105cm x 300cm,0.1,L.01,Labor,Pekerja,OH,0.14,150000
AHSP-A.4.5.2.12,A.4.5.2.12,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 105cm x 300cm,0.1,L.02.k,Labor,Tukang kayu,OH,0.07,150000
AHSP-A.4.5.2.12,A.4.5.2.12,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 105cm x 300cm,0.1,L.03,Labor,Kepala tukang,OH,0.007,150000
AHSP-A.4.5.2.12,A.4.5.2.12,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 105cm x 300cm,0.1,L.04,Labor,Mandor,OH,0.007,150000
AHSP-A.4.5.2.12,A.4.5.2.12,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 105cm x 300cm,0.1,MAT.0027,Material,Paku pancing 6x23,kg,0.12,50000
AHSP-A.4.5.2.12,A.4.5.2.12,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 105cm x 300cm,0.1,MAT.0028,Material,Serat semen gel 105x300,lembar,0.35,50000
AHSP-A.4.5.2.15,A.4.5.2.15,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 108cm x 210cm,0.1,L.01,Labor,Pekerja,OH,0.14,150000
AHSP-A.4.5.2.15,A.4.5.2.15,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 108cm x 210cm,0.1,L.02.k,Labor,Tukang kayu,OH,0.07,150000
AHSP-A.4.5.2.15,A.4.5.2.15,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 108cm x 210cm,0.1,L.03,Labor,Kepala tukang,OH,0.007,150000
AHSP-A.4.5.2.15,A.4.5.2.15,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 108cm x 210cm,0.1,L.04,Labor,Mandor,OH,0.007,150000
AHSP-A.4.5.2.15,A.4.5.2.15,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 108cm x 210cm,0.1,MAT.0027,Material,Paku pancing 6x23,kg,0.12,50000
AHSP-A.4.5.2.15,A.4.5.2.15,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 108cm x 210cm,0.1,MAT.0029,Material,Serat Semen gel 108x210,lembar,0.49,50000
AHSP-A.4.5.2.23,A.4.5.2.23,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 108cm x 180cm,0.1,L.01,Labor,Pekerja,OH,0.14,150000
AHSP-A.4.5.2.23,A.4.5.2.23,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 108cm x 180cm,0.1,L.02.k,Labor,Tukang kayu,OH,0.07,150000
AHSP-A.4.5.2.23,A.4.5.2.23,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 108cm x 180cm,0.1,L.03,Labor,Kepala tukang,OH,0.007,150000
AHSP-A.4.5.2.23,A.4.5.2.23,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 108cm x 180cm,0.1,L.04,Labor,Mandor,OH,0.007,150000
AHSP-A.4.5.2.23,A.4.5.2.23,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 108cm x 180cm,0.1,MAT.0027,Material,Paku pancing 6x23,kg,0.12,50000
AHSP-A.4.5.2.23,A.4.5.2.23,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Serat Semen Gelombang 108cm x 180cm,0.1,MAT.0030,Material,Serat semen gel 108x180,lembar,0.57,50000
AHSP-A.4.5.2.28,A.4.5.2.28,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Nok/Bubung Paten 105cm,0.1,L.01,Labor,Pekerja,OH,0.084,150000
AHSP-A.4.5.2.28,A.4.5.2.28,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Nok/Bubung Paten 105cm,0.1,L.02.k,Labor,Tukang kayu,OH,0.125,150000
AHSP-A.4.5.2.28,A.4.5.2.28,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Nok/Bubung Paten 105cm,0.1,L.03,Labor,Kepala tukang,OH,0.013,150000
AHSP-A.4.5.2.28,A.4.5.2.28,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Nok/Bubung Paten 105cm,0.1,L.04,Labor,Mandor,OH,0.004,150000
AHSP-A.4.5.2.28,A.4.5.2.28,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Nok/Bubung Paten 105cm,0.1,MAT.0031,Material,Nok Bubung Paten 105cm,m',1.1,50000
AHSP-A.4.5.2.29,A.4.5.2.29,Analisis Harga Satuan Pekerjaan SNI,"Analisis Pemasangan 1 m2 Atap Seng Pelat 3""x6""",0.1,L.01,Labor,Pekerja,OH,0.15,150000
AHSP-A.4.5.2.29,A.4.5.2.29,Analisis Harga Satuan Pekerjaan SNI,"Analisis Pemasangan 1 m2 Atap Seng Pelat 3""x6""",0.1,L.02.k,Labor,Tukang kayu,OH,0.07,150000
AHSP-A.4.5.2.29,A.4.5.2.29,Analisis Harga Satuan Pekerjaan SNI,"Analisis Pemasangan 1 m2 Atap Seng Pelat 3""x6""",0.1,L.03,Labor,Kepala tukang,OH,0.007,150000
AHSP-A.4.5.2.29,A.4.5.2.29,Analisis Harga Satuan Pekerjaan SNI,"Analisis Pemasangan 1 m2 Atap Seng Pelat 3""x6""",0.1,L.04,Labor,Mandor,OH,0.006,150000
AHSP-A.4.5.2.29,A.4.5.2.29,Analisis Harga Satuan Pekerjaan SNI,"Analisis Pemasangan 1 m2 Atap Seng Pelat 3""x6""",0.1,MAT.0032,Material,"Seng pelat 3""x6"" bjls 28",lembar,0.3,50000
AHSP-A.4.5.2.29,A.4.5.2.29,Analisis Harga Satuan Pekerjaan SNI,"Analisis Pemasangan 1 m2 Atap Seng Pelat 3""x6""",0.1,MAT.0033,Material,"Paku biasa 1/2""-1""",kg,0.04,50000
AHSP-A.4.5.2.42,A.4.5.2.42,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Aluminium Gelombang 95cm x 180cm,0.1,L.01,Labor,Pekerja,OH,0.15,150000
AHSP-A.4.5.2.42,A.4.5.2.42,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Aluminium Gelombang 95cm x 180cm,0.1,L.02.k,Labor,Tukang kayu,OH,0.75,150000
AHSP-A.4.5.2.42,A.4.5.2.42,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Aluminium Gelombang 95cm x 180cm,0.1,L.03,Labor,Kepala tukang,OH,0.08,150000
AHSP-A.4.5.2.42,A.4.5.2.42,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Aluminium Gelombang 95cm x 180cm,0.1,L.04,Labor,Mandor,OH,0.006,150000
AHSP-A.4.5.2.42,A.4.5.2.42,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Aluminium Gelombang 95cm x 180cm,0.1,MAT.0034,Material,Aluminium gel Ukuran 95cmx180cm,lembar,0.75,50000
AHSP-A.4.5.2.42,A.4.5.2.42,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Atap Aluminium Gelombang 95cm x 180cm,0.1,MAT.0035,Material,Paku pancing,kg,0.02,50000
AHSP-A.4.6.1.5,A.4.6.1.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pembuatan 1 m2 Pintu Kayu Papan,0.1,L.01,Labor,Pekerja,OH,1,150000
AHSP-A.4.6.1.5,A.4.6.1.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pembuatan 1 m2 Pintu Kayu Papan,0.1,L.02.k,Labor,Tukang kayu,OH,3,150000
AHSP-A.4.6.1.5,A.4.6.1.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pembuatan 1 m2 Pintu Kayu Papan,0.1,L.03,Labor,Kepala tukang,OH,0.3,150000
AHSP-A.4.6.1.5,A.4.6.1.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pembuatan 1 m2 Pintu Kayu Papan,0.1,L.04,Labor,Mandor,OH,0.05,150000
AHSP-A.4.6.1.5,A.4.6.1.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pembuatan 1 m2 Pintu Kayu Papan,0.1,MAT.0036,Material,Papan kayu,m3,0.04,50000
AHSP-A.4.6.1.5,A.4.6.1.5,Analisis Harga Satuan Pekerjaan SNI,Analisis Pembuatan 1 m2 Pintu Kayu Papan,0.1,MAT.0037,Material,Lem kayu,kg,0.5,50000
AHSP-A.4.6.1.6,A.4.6.1.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pembuatan 1 m2 Konstruksi Rangka Dinding Kayu,0.1,L.01,Labor,Pekerja,OH,0.1,150000
AHSP-A.4.6.1.6,A.4.6.1.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pembuatan 1 m2 Konstruksi Rangka Dinding Kayu,0.1,L.02.k,Labor,Tukang kayu,OH,0.2,150000
AHSP-A.4.6.1.6,A.4.6.1.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pembuatan 1 m2 Konstruksi Rangka Dinding Kayu,0.1,L.03,Labor,Kepala tukang,OH,0.02,150000
AHSP-A.4.6.1.6,A.4.6.1.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pembuatan 1 m2 Konstruksi Rangka Dinding Kayu,0.1,L.04,Labor,Mandor,OH,0.005,150000
AHSP-A.4.6.1.6,A.4.6.1.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pembuatan 1 m2 Konstruksi Rangka Dinding Kayu,0.1,MAT.0036,Material,Papan kayu,m3,0.0108,50000
AHSP-A.4.6.1.6,A.4.6.1.6,Analisis Harga Satuan Pekerjaan SNI,Analisis Pembuatan 1 m2 Konstruksi Rangka Dinding Kayu,0.1,MAT.0038,Material,Paku 5 dan 7 cm,kg,0.1,50000
AHSP-A.4.6.1.22,A.4.6.1.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Rangka Dinding Bilik Bambu,0.1,L.01,Labor,Pekerja,OH,0.1,150000
AHSP-A.4.6.1.22,A.4.6.1.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Rangka Dinding Bilik Bambu,0.1,L.02.k,Labor,Tukang kayu,OH,0.05,150000
AHSP-A.4.6.1.22,A.4.6.1.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Rangka Dinding Bilik Bambu,0.1,L.03,Labor,Kepala tukang,OH,0.005,150000
AHSP-A.4.6.1.22,A.4.6.1.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Rangka Dinding Bilik Bambu,0.1,L.04,Labor,Mandor,OH,0.005,150000
AHSP-A.4.6.1.22,A.4.6.1.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Rangka Dinding Bilik Bambu,0.1,MAT.0039,Material,Bilik bambu,m2,1.5,50000
AHSP-A.4.6.1.22,A.4.6.1.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Rangka Dinding Bilik Bambu,0.1,MAT.0040,Material,Kaso-kaso 5 cm x 7 cm,m3,0.014,50000
AHSP-A.4.6.1.22,A.4.6.1.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Rangka Dinding Bilik Bambu,0.1,MAT.0041,Material,Paku,kg,0.012,50000
AHSP-A.4.6.1.22,A.4.6.1.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Rangka Dinding Bilik Bambu,0.1,MAT.0042,Material,List kayu 2cm x 4 cm,m3,0.003,50000
AHSP-A.4.6.2.8,A.4.6.2.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 Buah Spring Knip untuk Jendela,0.1,L.01,Labor,Pekerja,OH,0.015,150000
AHSP-A.4.6.2.8,A.4.6.2.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 Buah Spring Knip untuk Jendela,0.1,L.02.k,Labor,Tukang kayu,OH,0.15,150000
AHSP-A.4.6.2.8,A.4.6.2.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 Buah Spring Knip untuk Jendela,0.1,L.03,Labor,Kepala tukang,OH,0.015,150000
AHSP-A.4.6.2.8,A.4.6.2.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 Buah Spring Knip untuk Jendela,0.1,L.04,Labor,Mandor,OH,0.008,150000
AHSP-A.4.6.2.8,A.4.6.2.8,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 Buah Spring Knip untuk Jendela,0.1,MAT.0043,Material,Spring knip,buah,1,50000
AHSP-A.4.6.2.9,A.4.6.2.9,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 Buah Kait Angin,0.1,L.01,Labor,Pekerja,OH,0.015,150000
AHSP-A.4.6.2.9,A.4.6.2.9,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 Buah Kait Angin,0.1,L.02.k,Labor,Tukang kayu,OH,0.15,150000
AHSP-A.4.6.2.9,A.4.6.2.9,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 Buah Kait Angin,0.1,L.03,Labor,Kepala tukang,OH,0.015,150000
AHSP-A.4.6.2.9,A.4.6.2.9,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 Buah Kait Angin,0.1,L.04,Labor,Mandor,OH,0.008,150000
AHSP-A.4.6.2.9,A.4.6.2.9,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 Buah Kait Angin,0.1,MAT.0044,Material,Kait angin,buah,1,50000
AHSP-A.4.6.2.22,A.4.6.2.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Kaca Cermin 5 mm,0.1,L.01,Labor,Pekerja,OH,0.015,150000
AHSP-A.4.6.2.22,A.4.6.2.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Kaca Cermin 5 mm,0.1,L.02.k,Labor,Tukang kayu,OH,0.15,150000
AHSP-A.4.6.2.22,A.4.6.2.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Kaca Cermin 5 mm,0.1,L.03,Labor,Kepala tukang,OH,0.015,150000
AHSP-A.4.6.2.22,A.4.6.2.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Kaca Cermin 5 mm,0.1,L.04,Labor,Mandor,OH,0.008,150000
AHSP-A.4.6.2.22,A.4.6.2.22,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m2 Kaca Cermin 5 mm,0.1,MAT.0045,Material,Kaca cermin 5 mm,m2,1.1,50000
AHSP-A.5.1.1.21,A.5.1.1.21,Analisis Harga Satuan Pekerjaan SNI,"Analisis Pemasangan 1 m' Pipa Galvanis diameter 3/4""",0.1,L.01,Labor,Pekerja,OH,0.054,150000
AHSP-A.5.1.1.21,A.5.1.1.21,Analisis Harga Satuan Pekerjaan SNI,"Analisis Pemasangan 1 m' Pipa Galvanis diameter 3/4""",0.1,L.02.p,Labor,Tukang pipa,OH,0.09,150000
AHSP-A.5.1.1.21,A.5.1.1.21,Analisis Harga Satuan Pekerjaan SNI,"Analisis Pemasangan 1 m' Pipa Galvanis diameter 3/4""",0.1,L.03,Labor,Kepala tukang,OH,0.009,150000
AHSP-A.5.1.1.21,A.5.1.1.21,Analisis Harga Satuan Pekerjaan SNI,"Analisis Pemasangan 1 m' Pipa Galvanis diameter 3/4""",0.1,L.04,Labor,Mandor,OH,0.027,150000
AHSP-A.5.1.1.21,A.5.1.1.21,Analisis Harga Satuan Pekerjaan SNI,"Analisis Pemasangan 1 m' Pipa Galvanis diameter 3/4""",0.1,MAT.0046,Material,"Pipa galvanis 3/4""",m',1.2,50000
AHSP-A.5.1.1.21,A.5.1.1.21,Analisis Harga Satuan Pekerjaan SNI,"Analisis Pemasangan 1 m' Pipa Galvanis diameter 3/4""",0.1,MAT.0047,Material,Perlengkapan pipa,Ls,0.35,50000
AHSP-A.5.1.1.39,A.5.1.1.39,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Pipa Tanah diameter 15 cm,0.1,L.01,Labor,Pekerja,OH,0.06,150000
AHSP-A.5.1.1.39,A.5.1.1.39,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Pipa Tanah diameter 15 cm,0.1,L.02.p,Labor,Tukang pipa,OH,0.03,150000
AHSP-A.5.1.1.39,A.5.1.1.39,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Pipa Tanah diameter 15 cm,0.1,L.03,Labor,Kepala tukang,OH,0.003,150000
AHSP-A.5.1.1.39,A.5.1.1.39,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Pipa Tanah diameter 15 cm,0.1,L.04,Labor,Mandor,OH,0.003,150000
AHSP-A.5.1.1.39,A.5.1.1.39,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Pipa Tanah diameter 15 cm,0.1,MAT.0001,Material,Semen Portland (PC),kg,0.93,50000
AHSP-A.5.1.1.39,A.5.1.1.39,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Pipa Tanah diameter 15 cm,0.1,MAT.0008,Material,Pasir pasang,m3,0.013,50000
AHSP-A.5.1.1.39,A.5.1.1.39,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Pipa Tanah diameter 15 cm,0.1,MAT.0048,Material,Pipa Tanah dia 15,m',1.6,50000
AHSP-A.5.1.1.39,A.5.1.1.39,Analisis Harga Satuan Pekerjaan SNI,Analisis Pemasangan 1 m' Pipa Tanah diameter 15 cm,0.1,MAT.0049,Material,Pasir Urug,m3,0.011,50000
